DateTime,SA05_CR_1F_TTHT_TT155.PV,SA05_CR_1F_TTHT_TT156.PV,SA05_CR_1F_TTHT_TT02.PV,SA05_CR_1F_TTHT_TT03.PV,SA05_CR_1F_TTHT_TT04.PV,SA05_CR_1F_TTHT_TT50.PV,SA05_CR_1F_TTHT_TT51.PV,SA05_CR_1F_TTHT_TT52.PV,SA05_CR_1F_TTHT_TT53.PV,SA05_CR_1F_TTHT_TT54.PV
05/01/2023 01:30:00,22.1875,21.73958397,19.6875,23.47800827,24.2043972,21.29722214,23.02603912,22.85590363,21.09085464,19.51006889
05/01/2023 01:31:00,22.1875,21.6875,19.6875,23.47800827,24.2043972,21.31169128,23.02603912,22.85590363,21.06192017,19.51006889
05/01/2023 01:32:00,22.1875,21.6875,19.6875,23.36227036,24.2043972,21.31169128,23.02603912,22.85590363,21.09085464,19.51006889
05/01/2023 01:33:00,22.1875,21.6875,19.6875,23.36227036,24.2043972,21.23935127,23.02603912,22.85590363,21.06192017,19.51006889
05/01/2023 01:34:00,22.1875,21.6875,19.6875,23.36227036,24.2043972,21.22488594,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:35:00,22.1875,21.6875,19.6875,23.36227036,24.2043972,21.22488594,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:36:00,22.25694466,21.6875,19.6875,23.36227036,24.2043972,21.23935127,23.02603912,22.92824173,21.09085464,19.43772888
05/01/2023 01:37:00,22.25694466,21.6875,19.6875,23.36227036,24.2043972,21.22488594,23.02603912,22.92824173,21.06192017,19.45219803
05/01/2023 01:38:00,22.32638931,21.6875,19.6875,23.36227036,24.2043972,21.23935127,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:39:00,22.32638931,21.73958397,19.6875,23.36227036,24.2043972,21.22488594,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:40:00,22.36111069,21.6875,19.6875,23.36227036,24.2043972,21.23935127,23.02603912,22.92824173,21.06192017,19.45219803
05/01/2023 01:41:00,22.32638931,21.6875,19.6875,23.36227036,24.2043972,21.22488594,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:42:00,22.32638931,21.6875,19.6875,23.36227036,24.32013893,21.23935127,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:43:00,22.37847137,21.6875,19.6875,23.36227036,24.32013893,21.23935127,23.02603912,22.92824173,21.06192017,19.43772888
05/01/2023 01:44:00,22.32638931,21.6875,19.6875,23.36227036,24.32013893,21.22488594,23.02603912,22.92824173,21.06192017,19.43772888
05/01/2023 01:45:00,22.37847137,21.6875,19.6875,23.36227036,24.32013893,21.23935127,23.02603912,22.92824173,21.06192017,19.45219803
05/01/2023 01:46:00,22.37847137,21.61805534,19.6875,23.36227036,24.32013893,21.23935127,23.02603912,22.92824173,21.09085464,19.45219803
05/01/2023 01:47:00,22.32638931,21.6875,19.6875,23.36227036,24.32013893,21.23935127,23.02603912,22.85590363,21.06192017,19.45219803
05/01/2023 01:48:00,22.32638931,21.73958397,19.6875,23.36227036,24.32013893,21.22488594,23.02603912,22.85590363,21.06192017,19.43772888
05/01/2023 01:49:00,22.32638931,21.6875,19.6875,23.36227036,24.32013893,21.23935127,23.02603912,22.75463104,21.06192017,19.43772888
05/01/2023 01:50:00,22.37847137,21.73958397,19.6875,23.36227036,24.32013893,21.23935127,22.93923569,22.75463104,21.09085464,19.45219803
05/01/2023 01:51:00,22.37847137,21.6875,19.6875,23.26099396,24.32013893,21.22488594,22.92477036,22.75463104,21.06192017,19.43772888
05/01/2023 01:52:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,21.23935127,22.93923569,22.63888931,21.06192017,19.43772888
05/01/2023 01:53:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.93923569,22.55208588,21.06192017,19.51006889
05/01/2023 01:54:00,22.5,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.93923569,22.55208588,21.09085464,19.51006889
05/01/2023 01:55:00,22.44791794,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.93923569,22.43634415,21.09085464,19.52453423
05/01/2023 01:56:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,21.12361145,22.92477036,22.43634415,21.09085464,19.51006889
05/01/2023 01:57:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,21.23935127,22.92477036,22.43634415,21.06192017,19.51006889
05/01/2023 01:58:00,22.5,21.6875,19.6875,23.26099396,24.32013893,21.22488594,22.92477036,22.43634415,21.09085464,19.51006889
05/01/2023 01:59:00,22.37847137,21.73958397,19.6875,23.26099396,24.32013893,21.22488594,22.86689758,22.43634415,21.09085464,19.51006889
05/01/2023 02:00:00,22.37847137,21.6875,19.6875,23.26099396,24.32013893,21.29722214,22.86689758,22.43634415,21.06192017,19.51006889
05/01/2023 02:01:00,22.44791794,21.6875,19.6875,23.26099396,24.32013893,21.29722214,22.86689758,22.33507156,21.09085464,19.51006889
05/01/2023 02:02:00,22.44791794,21.6875,19.6875,23.26099396,24.32013893,21.29722214,22.72222137,22.33507156,21.09085464,19.51006889
05/01/2023 02:03:00,22.51736069,21.73958397,19.6875,23.26099396,24.32013893,21.23935127,22.60647964,22.33507156,21.09085464,19.51006889
05/01/2023 02:04:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,21.02234077,22.60647964,22.33507156,21.09085464,19.51006889
05/01/2023 02:05:00,22.58680534,21.6875,19.6875,23.26099396,24.32013893,21.02234077,22.53414536,22.33507156,21.06192017,19.51006889
05/01/2023 02:06:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.53414536,22.33507156,21.09085464,19.51006889
05/01/2023 02:07:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.53414536,22.33507156,21.06192017,19.45219803
05/01/2023 02:08:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.43286896,22.33507156,21.06192017,19.45219803
05/01/2023 02:09:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.43286896,22.33507156,21.09085464,19.43772888
05/01/2023 02:10:00,22.51736069,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.43286896,22.33507156,21.06192017,19.43772888
05/01/2023 02:11:00,22.51736069,21.73958397,19.6875,23.26099396,24.32013893,20.90659714,22.43286896,22.33507156,21.06192017,19.45219803
05/01/2023 02:12:00,22.58680534,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.43286896,22.21932983,21.06192017,19.43772888
05/01/2023 02:13:00,22.58680534,21.6875,19.6875,23.26099396,24.32013893,20.90659714,22.43286896,22.21932983,21.06192017,19.45219803
05/01/2023 02:14:00,22.58680534,21.73958397,19.6875,23.15972137,24.32013893,20.90659714,22.43286896,22.21932983,21.09085464,19.45219803
